,Project,Files,LOC,LLOC,SLOC,h1,h2,N1,N2,N,Length,Calculated_length,Difficulty,Effort,Time,Halstead_Volume,Cyclomatic_Complexity,Maintainabilty_Index,Bug Occurence,Buggy
0,transformers_3.5.0,./hubconf.py,127,30,32,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
1,transformers_3.5.0,./setup.py,166,33,101,3,24,12,24,27,36,114.79398751947124,1.5,256.7639251168273,14.264662506490408,171.1759500778849,3,79.77713353841573,1,1
2,transformers_3.5.0,src/transformers/convert_funnel_original_tf_checkpoint_to_pytorch.py,61,20,30,1,2,1,2,3,3,2.0,0.5,2.3774437510817346,0.1320802083934297,4.754887502163469,2,95.83166654850032,0,0
3,transformers_3.5.0,src/transformers/configuration_auto.py,348,102,232,6,20,13,25,26,38,101.9483369020742,3.75,669.8126598351057,37.21181443528365,178.61670928936152,21,65.24044143199401,1,1
4,transformers_3.5.0,src/transformers/tokenization_bert_japanese.py,348,141,222,7,33,22,42,40,64,186.1164903932322,4.454545454545454,1517.233318687888,84.29073992710488,340.6033980727912,45,55.7758493904637,0,0
5,transformers_3.5.0,src/transformers/modeling_mobilebert.py,1636,745,1191,15,163,196,334,178,530,1256.4460480737937,15.368098159509202,60890.53674615054,3382.8075970083632,3962.138718412191,193,8.06278637556902,1,1
6,transformers_3.5.0,src/transformers/configuration_marian.py,99,7,6,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
7,transformers_3.5.0,src/transformers/configuration_bert_generation.py,105,19,35,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2,100.0,0,0
8,transformers_3.5.0,src/transformers/modeling_tf_pegasus.py,41,12,18,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
9,transformers_3.5.0,src/transformers/modeling_lxmert.py,1438,701,975,16,151,155,277,167,432,1156.999115638087,14.675496688741722,46811.31605057564,2600.6286694764244,3189.760254348791,182,13.78434489020248,1,1
10,transformers_3.5.0,src/transformers/convert_bert_pytorch_checkpoint_to_original_tf.py,113,48,61,4,7,4,7,11,11,27.651484454403228,2.0,76.10749561002055,4.228194200556697,38.05374780501028,6,80.28571683659763,0,0
11,transformers_3.5.0,src/transformers/tokenization_funnel.py,137,31,80,3,20,12,24,23,36,91.19344939991072,1.8,293.12681475249445,16.284823041805247,162.84823041805248,6,80.0321990958868,0,0
12,transformers_3.5.0,src/transformers/tokenization_fsmt.py,555,273,330,13,93,63,122,106,185,656.2474857688812,8.526881720430108,10613.11365899671,589.6174254998173,1244.6652840941915,67,44.53744811210327,0,0
13,transformers_3.5.0,src/transformers/tokenization_albert.py,319,122,163,11,70,47,87,81,134,467.103558991158,6.835714285714285,5807.212033356561,322.62289074203113,849.5399003865398,38,58.08788539407942,0,0
14,transformers_3.5.0,src/transformers/convert_longformer_original_pytorch_lightning_to_pytorch.py,86,31,48,1,2,1,2,3,3,2.0,0.5,2.3774437510817346,0.1320802083934297,4.754887502163469,4,90.6359247875242,0,0
15,transformers_3.5.0,src/transformers/modeling_mbart.py,39,11,20,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
16,transformers_3.5.0,src/transformers/modeling_reformer.py,2574,1078,1755,20,435,489,811,455,1300,3899.1577038679466,18.64367816091954,214004.06160002828,11889.114533334903,11478.639555611877,285,0.0,1,1
17,transformers_3.5.0,src/transformers/convert_lxmert_original_tf_checkpoint_to_pytorch.py,61,20,30,1,2,1,2,3,3,2.0,0.5,2.3774437510817346,0.1320802083934297,4.754887502163469,2,95.83166654850032,0,0
18,transformers_3.5.0,src/transformers/modeling_tf_pytorch_utils.py,399,213,258,12,79,56,105,91,161,541.018229114645,7.974683544303797,8355.51405513106,464.1952252850589,1047.75493707199,64,45.23142294176008,0,0
19,transformers_3.5.0,src/transformers/modeling_distilbert.py,946,404,665,14,101,122,207,115,329,725.7823286667377,14.346534653465346,32310.780817586667,1795.0433787548147,2252.1662267606994,104,31.442302661756933,0,0
20,transformers_3.5.0,src/transformers/tokenization_bert_fast.py,259,48,149,5,29,17,34,34,51,152.49108933313642,2.931034482758621,760.4879798903524,42.24933221613069,259.4606049037673,9,74.39513818944732,0,0
