,Project,Files,LOC,LLOC,SLOC,h1,h2,N1,N2,N,Length,Calculated_length,Difficulty,Effort,Time,Halstead_Volume,Cyclomatic_Complexity,Maintainabilty_Index,Bug Occurence,Buggy
0,transformers_2.0.0,./hubconf.py,112,27,23,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
1,transformers_2.0.0,./setup.py,72,5,36,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
2,transformers_2.0.0,docs/source/conf.py,188,30,61,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,100.0,0,0
3,transformers_2.0.0,transformers/configuration_auto.py,135,36,36,1,9,8,16,10,24,28.529325012980813,0.8888888888888888,70.86779935759708,3.9370999643109488,79.72627427729671,11,56.226502463873565,0,0
4,transformers_2.0.0,transformers/convert_bert_pytorch_checkpoint_to_original_tf.py,130,48,81,4,7,4,7,11,11,27.651484454403228,2.0,76.10749561002055,4.228194200556697,38.05374780501028,6,78.8940812814794,0,0
5,transformers_2.0.0,transformers/modeling_tf_pytorch_utils.py,291,170,168,11,61,42,77,72,119,399.8287253963464,6.942622950819672,5097.420087462089,283.19000485900494,734.2210751716351,44,53.44577949133279,0,0
6,transformers_2.0.0,transformers/modeling_distilbert.py,695,339,374,15,107,94,160,122,254,779.9403264790504,11.214953271028037,19742.88542513241,1096.8269680629116,1760.4072837409733,70,41.64509776828879,0,0
7,transformers_2.0.0,transformers/modeling_gpt2.py,657,342,391,14,140,139,225,154,364,1051.4025912811016,11.25,29757.490884145624,1653.1939380080903,2645.1103008129444,72,39.97180958500276,0,0
8,transformers_2.0.0,transformers/modeling_transfo_xl.py,890,534,606,20,209,184,336,229,520,1697.2766205026517,16.076555023923444,65534.24334240661,3640.791296800367,4076.385969810411,149,20.46500413147737,0,0
9,transformers_2.0.0,transformers/convert_openai_original_tf_checkpoint_to_pytorch.py,75,29,45,2,10,6,12,12,18,35.219280948873624,1.2,77.43519001557698,4.301955000865387,64.52932501298082,3,83.27862091729686,0,0
